treatment,tree_id,deploy,metabolite,hfa,site_num,tree_num,decomp_day,well_id,time,od_raw,od_corrected_b,od_corrected_b_n
AB,SEK,HOK ,HOK,A,1,4,1,9D,120,1.399,4.77882152,4.36293766
P,SEK,SEK ,HOK,A,1,4,1,9E,120,0.534,1.824081981,1.408198121
AB,SEK,SEK ,HOK,A,1,4,1,9FR,120,1.007,3.439795047,3.023911187
P,HOK,SEK ,HOK,H,1,4,1,9G,120,1.355,4.62852263,4.21263877
AB,HOK,SEK ,HOK,H,1,4,1,9H,120,1.72,5.875320239,5.459436379
P,HOK,HOK ,HOK,H,1,4,1,10A,120,0.965,3.296327925,2.880444065
AB,HOK,HOK ,HOK,H,1,4,1,10B,120,1.896,6.476515798,6.060631939
P,SEK,HOK ,HOK,A,1,4,1,10C,120,1.375,4.696840307,4.280956447
AB,SEK,HOK ,HOK,A,1,4,1,10D,120,1.062,3.627668659,3.211784799
P,SEK,SEK ,HOK,A,1,4,1,10E,120,0.479,1.636208369,1.220324509
AB,SEK,SEK ,HOK,A,1,4,1,10F,120,1.787,6.104184458,5.688300598
P,HOK,SEK ,HOK,H,1,4,1,10G,120,1.231,4.204953032,3.789069172
AB,HOK,SEK ,HOK,H,1,4,1,10H,120,1.901,6.493595218,6.077711358
P,HOK,HOK ,SEK,A,2,5,1,1A,960,1.288,1.487727404,1.385792665
AB,HOK,HOK ,SEK,A,2,5,1,1B,960,0.776,0.8963326595,0.7943979209
P,SEK,HOK ,SEK,H,2,5,1,1C,960,2.2,2.541149293,2.439214554
AB,SEK,HOK ,SEK,H,2,5,1,1D,960,0.517,0.5971700837,0.4952353451
P,SEK,SEK ,SEK,H,2,5,1,1E,960,0.642,0.7415535663,0.6396188276
AB,SEK,SEK ,SEK,H,2,5,1,1F,960,1.086,1.254403696,1.152468958
P,HOK,SEK ,SEK,A,2,5,1,1G,960,0.902,1.04187121,0.9399364713
AB,HOK,SEK ,SEK,A,2,5,1,1H,960,1.635,1.888535951,1.786601213
P,HOK,HOK ,SEK,A,2,5,1,2A,960,0.963,1.112330349,1.010395611
AB,HOK,HOK ,SEK,A,2,5,1,2B,960,0.885,1.022235056,0.9203003176
P,SEK,HOK ,SEK,H,2,5,1,2C,960,0.853,0.9852728848,0.8833381461
AB,SEK,HOK ,SEK,H,2,5,1,2D,960,1.23,1.420733468,1.318798729
P,SEK,SEK ,SEK,H,2,5,1,2E,960,0.946,1.092694196,0.9907594571
AB,SEK,SEK ,SEK,H,2,5,1,2F,960,1.256,1.450765232,1.348830494
P,HOK,SEK ,SEK,A,2,5,1,2G,960,0.592,0.6838001733,0.5818654346
AB,HOK,SEK ,SEK,A,2,5,1,2H,960,0.687,0.79353162,0.6915968813
P,HOK,HOK ,SEK,A,2,5,1,3A,960,0.387,0.4470112619,0.3450765232
AB,HOK,HOK ,SEK,A,2,5,1,3B,960,1.419,1.639041294,1.537106555
P,SEK,HOK ,SEK,H,2,5,1,3C,960,0.38,0.4389257869,0.3369910482
AB,SEK,HOK ,SEK,H,2,5,1,3D,960,0.4,0.4620271441,0.3600924054
P,SEK,SEK ,SEK,H,2,5,1,3E,960,0.553,0.6387525267,0.536817788
AB,SEK,SEK ,SEK,H,2,5,1,3F,960,1.025,1.183944557,1.082009818
P,HOK,SEK ,SEK,A,2,5,1,3G,960,1.06,1.224371932,1.122437193
AB,HOK,SEK ,SEK,A,2,5,1,3H,960,0.349,0.4031186832,0.3011839446
P,HOK,HOK ,SEK,A,2,4,1,4A,960,1.256,1.450765232,1.348830494
AB,HOK,HOK ,SEK,A,2,4,1,4B,960,0.407,0.4701126191,0.3681778805
P,SEK,HOK ,SEK,H,2,4,1,4C,960,1.437,1.659832515,1.557897776
AB,SEK,HOK ,SEK,H,2,4,1,4D,960,1.981,2.288189431,2.186254692
P,SEK,SEK ,SEK,H,2,4,1,4E,960,0.451,0.520935605,0.4190008663
AB,SEK,SEK ,SEK,H,2,4,1,4F,960,0.666,0.7692751949,0.6673404563
P,HOK,SEK ,SEK,A,2,4,1,4G,960,0.438,0.5059197228,0.4039849841
AB,HOK,SEK ,SEK,A,2,4,1,4H,960,1.271,1.46809125,1.366156512
P,HOK,HOK ,SEK,A,2,4,1,5A,960,0.822,0.9494657811,0.8475310424
AB,HOK,HOK ,SEK,A,2,4,1,5B,960,1.781,2.057175859,1.95524112
P,SEK,HOK ,SEK,H,2,4,1,5C,960,1.214,1.402252382,1.300317644
AB,SEK,HOK ,SEK,H,2,4,1,5D,960,1.154,1.332948311,1.231013572
P,SEK,SEK ,SEK,H,2,4,1,5E,960,0.901,1.040716142,0.9387814034
AB,SEK,SEK ,SEK,H,2,4,1,5F,960,1.461,1.687554144,1.585619405
P,HOK,SEK ,SEK,A,2,4,1,5G,960,1.101,1.271729714,1.169794975
AB,HOK,SEK ,SEK,A,2,4,1,5H,960,1.727,1.994802195,1.892867456
P,HOK,HOK ,HOK,H,2,4,1,6A,960,1.38,1.593993647,1.492058908
AB,HOK,HOK ,HOK,H,2,4,1,6B,960,0.503,0.5809991337,0.479064395
P,SEK,HOK ,HOK,A,2,4,1,6C,960,1.417,1.636731158,1.534796419
AB,SEK,HOK ,HOK,A,2,4,1,6D,960,0.663,0.7658099913,0.6638752527
P,SEK,SEK ,HOK,A,2,4,1,6E,960,1.231,1.421888536,1.319953797
AB,SEK,SEK ,HOK,A,2,4,1,6F,960,1.366,1.577822697,1.475887958
P,HOK,SEK ,HOK,H,2,4,1,6G,960,1.392,1.607854461,1.505919723
AB,HOK,SEK ,HOK,H,2,4,1,6H,960,0.739,0.8535951487,0.75166041
P,HOK,HOK ,HOK,H,2,3,1,7A,960,0.357,0.4123592261,0.3104244874
AB,HOK,HOK ,HOK,H,2,3,1,7B,960,0.593,0.6849552411,0.5830205025
P,SEK,HOK ,HOK,A,2,3,1,7C,960,0.27,0.3118683223,0.2099335836
AB,SEK,HOK ,HOK,A,2,3,1,7D,960,0.733,0.8466647416,0.7447300029
P,SEK,SEK ,HOK,A,2,3,1,7E,960,0.339,0.3915680046,0.289633266
AB,SEK,SEK ,HOK,A,2,3,1,7F,960,0.505,0.5833092694,0.4813745308
P,HOK,SEK ,HOK,H,2,3,1,7G,960,0.842,0.9725671383,0.8706323997
AB,HOK,SEK ,HOK,H,2,3,1,7H,960,0.417,0.4816632977,0.3797285591
P,HOK,HOK ,HOK,H,2,3,1,8A,960,0.492,0.5682933872,0.4663586486
AB,HOK,HOK ,HOK,H,2,3,1,8B,960,0.987,1.140051978,1.038117239
P,SEK,HOK ,HOK,A,2,3,1,8C,960,0.798,0.9217441525,0.8198094138
AB,SEK,HOK ,HOK,A,2,3,1,8D,960,0.604,0.6976609876,0.5957262489
P,SEK,SEK ,HOK,A,2,3,1,8E,960,0.971,1.121570892,1.019636154
AB,SEK,SEK ,HOK,A,2,3,1,8F,960,0.5,0.5775339301,0.4755991915
P,HOK,SEK ,HOK,H,2,3,1,8G,960,0.704,0.8131677736,0.7112330349
AB,HOK,SEK ,HOK,H,2,3,1,8H,960,0.723,0.835114063,0.7331793243
P,HOK,HOK ,HOK,H,2,3,1,9A,960,1.492,1.723361247,1.621426509
AB,HOK,HOK ,HOK,H,2,3,1,9B,960,1.694,1.956684955,1.854750217
P,SEK,HOK ,HOK,A,2,3,1,9C,960,1.453,1.678313601,1.576378862
AB,SEK,HOK ,HOK,A,2,3,1,9D,960,0.778,0.8986427953,0.7967080566
P,SEK,SEK ,HOK,A,2,3,1,9E,960,1.165,1.345654057,1.243719319
AB,SEK,SEK ,HOK,A,2,3,1,9F,960,0.762,0.8801617095,0.7782269708
P,HOK,SEK ,HOK,H,2,3,1,9G,960,0.851,0.9829627491,0.8810280104
AB,HOK,SEK ,HOK,H,2,3,1,9H,960,0.995,1.149292521,1.047357782
P,HOK,HOK ,HOK,H,2,2,1,10A,960,0.612,0.7069015305,0.6049667918
AB,HOK,HOK ,HOK,H,2,2,1,10B,960,0.523,0.6041004909,0.5021657522
P,SEK,HOK ,HOK,A,2,2,1,10C,960,1.047,1.20935605,1.107421311
AB,SEK,HOK ,HOK,A,2,2,1,10D,960,1.629,1.881605544,1.779670806
P,SEK,SEK ,HOK,A,2,2,1,10E,960,0.65,0.7507941092,0.6488593705
AB,SEK,SEK ,HOK,A,2,2,1,10F,960,0.973,1.123881028,1.021946289
P,HOK,SEK ,HOK,H,2,2,1,10G,960,1.641,1.895466359,1.79353162
AB,HOK,SEK ,HOK,H,2,2,1,10H,960,1.561,1.80306093,1.701126191
P,HOK,HOK ,SEK,A,1,5,1,1A,960,0.453,1.328445748,0.9618768328
AB,HOK,HOK ,SEK,A,1,5,1,1B,960,0.325,0.9530791789,0.5865102639
P,SEK,HOK ,SEK,H,1,5,1,1C,960,0.498,1.460410557,1.093841642
AB,SEK,HOK ,SEK,H,1,5,1,1D,960,0.389,1.140762463,0.7741935484
P,SEK,SEK ,SEK,H,1,5,1,1E,960,0.331,0.9706744868,0.6041055718
AB,SEK,SEK ,SEK,H,1,5,1,1F,960,0.647,1.897360704,1.530791789
P,HOK,SEK ,SEK,A,1,5,1,1G,960,0.464,1.360703812,0.9941348974
AB,HOK,SEK ,SEK,A,1,5,1,1H,960,0.578,1.695014663,1.328445748
P,HOK,HOK ,SEK,A,1,5,1,2A,960,1.039,3.046920821,2.680351906
AB,HOK,HOK ,SEK,A,1,1,1,2B,960,1.458,4.275659824,3.909090909
P,SEK,HOK ,SEK,H,1,1,1,2C,960,1.514,4.439882698,4.073313783
AB,SEK,HOK ,SEK,H,1,1,1,2D,960,0.862,2.527859238,2.161290323
P,SEK,SEK ,SEK,H,1,1,1,2E,960,0.627,1.838709677,1.472140762
AB,SEK,SEK ,SEK,H,1,1,1,2F,960,1.433,4.202346041,3.835777126
P,HOK,SEK ,SEK,A,1,1,1,2G,960,1.742,5.108504399,4.741935484
AB,HOK,SEK ,SEK,A,1,1,1,2H,960,1.718,5.038123167,4.671554252
P,HOK,HOK ,SEK,A,1,1,1,3A,960,0.357,1.046920821,0.6803519062
AB,HOK,HOK ,SEK,A,1,1,1,3B,960,0.949,2.782991202,2.416422287
P,SEK,HOK ,SEK,H,1,1,1,3C,960,1.562,4.580645161,4.214076246
AB,SEK,HOK ,SEK,H,1,1,1,3D,960,0.996,2.920821114,2.554252199
P,SEK,SEK ,SEK,H,1,1,1,3E,960,1.542,4.521994135,4.15542522
AB,SEK,SEK ,SEK,H,1,1,1,3F,960,0.335,0.9824046921,0.6158357771
P,HOK,SEK ,SEK,A,1,1,1,3G,960,0.588,1.724340176,1.357771261
AB,HOK,SEK ,SEK,A,1,1,1,3H,960,0.624,1.829912023,1.463343109
P,HOK,HOK ,SEK,A,1,1,1,4A,960,0.496,1.454545455,1.08797654
AB,HOK,HOK ,SEK,A,1,1,1,4B,960,1.405,4.120234604,3.753665689
P,SEK,HOK ,SEK,H,1,1,1,4C,960,0.72,2.11143695,1.744868035
AB,SEK,HOK ,SEK,H,1,1,1,4D,960,1.105,3.240469208,2.873900293
P,SEK,SEK ,SEK,H,1,1,1,4E,960,1.466,4.299120235,3.93255132
AB,SEK,SEK ,SEK,H,1,1,1,4F,960,1.302,3.818181818,3.451612903
P,HOK,SEK ,SEK,A,1,1,1,4G,960,1.979,5.803519062,5.436950147
AB,HOK,SEK ,SEK,A,1,1,1,4H,960,1.56,4.574780059,4.208211144
P,HOK,HOK ,SEK,A,1,1,1,5A,960,1.759,5.158357771,4.791788856
AB,HOK,HOK ,SEK,A,1,1,1,5B,960,1.435,4.208211144,3.841642229
P,SEK,HOK ,SEK,H,1,1,1,5C,960,1.592,4.668621701,4.302052786
AB,SEK,HOK ,SEK,H,1,1,1,5D,960,1.23,3.607038123,3.240469208
P,SEK,SEK ,SEK,H,1,1,1,5E,960,0.791,2.319648094,1.953079179
AB,SEK,SEK ,SEK,H,1,1,1,5F,960,2.027,5.944281525,5.57771261
P,HOK,SEK ,SEK,A,1,1,1,5G,960,1.196,3.507331378,3.140762463
AB,HOK,SEK ,SEK,A,1,1,1,5H,960,1.211,3.551319648,3.184750733
P,HOK,HOK ,HOK,H,1,5,1,6A,960,0.567,1.662756598,1.296187683
AB,HOK,HOK ,HOK,H,1,5,1,6B,960,1.751,5.134897361,4.768328446
P,SEK,HOK ,HOK,A,1,5,1,6C,960,0.704,2.064516129,1.697947214
AB,SEK,HOK ,HOK,A,1,5,1,6D,960,0.766,2.246334311,1.879765396
P,SEK,SEK ,HOK,A,1,5,1,6E,960,0.569,1.668621701,1.302052786
AB,SEK,SEK ,HOK,A,1,5,1,6F,960,0.829,2.431085044,2.064516129
P,HOK,SEK ,HOK,H,1,5,1,6G,960,0.518,1.519061584,1.152492669
AB,HOK,SEK ,HOK,H,1,5,1,6H,960,0.821,2.407624633,2.041055718
P,HOK,HOK ,HOK,H,1,5,1,7A,960,0.695,2.038123167,1.671554252
AB,HOK,HOK ,HOK,H,1,5,1,7B,960,0.901,2.642228739,2.275659824
P,SEK,HOK ,HOK,A,1,5,1,7C,960,0.556,1.630498534,1.263929619
AB,SEK,HOK ,HOK,A,1,5,1,7D,960,2.213,6.48973607,6.123167155
P,SEK,SEK ,HOK,A,1,5,1,7E,960,0.654,1.917888563,1.551319648
AB,SEK,SEK ,HOK,A,1,5,1,7F,960,0.497,1.457478006,1.090909091
P,HOK,SEK ,HOK,H,1,5,1,7G,960,0.479,1.404692082,1.038123167
AB,HOK,SEK ,HOK,H,1,5,1,7H,960,0.466,1.366568915,1
P,HOK,HOK ,HOK,H,1,5,1,8A,960,0.845,2.478005865,2.11143695
AB,HOK,HOK ,HOK,H,1,5,1,8B,960,1.727,5.064516129,4.697947214
P,SEK,HOK ,HOK,A,1,5,1,8C,960,1.119,3.281524927,2.914956012
AB,SEK,HOK ,HOK,A,1,5,1,8D,960,1.727,5.064516129,4.697947214
P,SEK,SEK ,HOK,A,1,5,1,8E,960,1.856,5.442815249,5.076246334
AB,SEK,SEK ,HOK,A,1,5,1,8F,960,0.649,1.903225806,1.536656891
P,HOK,SEK ,HOK,H,1,5,1,8G,960,0.579,1.697947214,1.331378299
AB,HOK,SEK ,HOK,H,1,5,1,8H,960,0.781,2.290322581,1.923753666
P,HOK,HOK ,HOK,H,1,4,1,9A,960,0.553,1.62170088,1.255131965
AB,HOK,HOK ,HOK,H,1,4,1,9B,960,0.594,1.741935484,1.375366569
P,SEK,HOK ,HOK,A,1,4,1,9C,960,1.521,4.460410557,4.093841642
AB,SEK,HOK ,HOK,A,1,4,1,9D,960,1.12,3.284457478,2.917888563
P,SEK,SEK ,HOK,A,1,4,1,9E,960,0.614,1.80058651,1.434017595
AB,SEK,SEK ,HOK,A,1,4,1,9FR,960,1.3,3.812316716,3.445747801
P,HOK,SEK ,HOK,H,1,4,1,9G,960,1.314,3.853372434,3.486803519
AB,HOK,SEK ,HOK,H,1,4,1,9H,960,1.773,5.19941349,4.832844575
P,HOK,HOK ,HOK,H,1,4,1,10A,960,1.216,3.565982405,3.19941349
AB,HOK,HOK ,HOK,H,1,4,1,10B,960,2.109,6.184750733,5.818181818
P,SEK,HOK ,HOK,A,1,4,1,10C,960,1.52,4.457478006,4.090909091
AB,SEK,HOK ,HOK,A,1,4,1,10D,960,1.303,3.82111437,3.454545455
P,SEK,SEK ,HOK,A,1,4,1,10E,960,0.627,1.838709677,1.472140762
AB,SEK,SEK ,HOK,A,1,4,1,10F,960,1.751,5.134897361,4.768328446
P,HOK,SEK ,HOK,H,1,4,1,10G,960,1.096,3.214076246,2.847507331
AB,HOK,SEK ,HOK,H,1,4,1,10H,960,2.08,6.099706745,5.73313783
P,HOK,HOK ,SEK,A,2,5,1,1A,1440,1.032,1.308399366,1.199683043
AB,HOK,HOK ,SEK,A,2,5,1,1B,1440,0.742,0.9407290016,0.8320126783
P,SEK,HOK ,SEK,H,2,5,1,1C,1440,1.916,2.429160063,2.32044374
AB,SEK,HOK ,SEK,H,2,5,1,1D,1440,0.535,0.6782884311,0.5695721078
P,SEK,SEK ,SEK,H,2,5,1,1E,1440,0.661,0.8380348653,0.729318542
AB,SEK,SEK ,SEK,H,2,5,1,1F,1440,1.223,1.550554675,1.441838352
P,HOK,SEK ,SEK,A,2,5,1,1G,1440,1.164,1.475752773,1.36703645
AB,HOK,SEK ,SEK,A,2,5,1,1H,1440,1.637,2.075435816,1.966719493
P,HOK,HOK ,SEK,A,2,5,1,2A,1440,0.791,1.002852615,0.8941362916
AB,HOK,HOK ,SEK,A,2,5,1,2B,1440,1.489,1.887797147,1.779080824
P,SEK,HOK ,SEK,H,2,5,1,2C,1440,0.605,0.7670364501,0.6583201268
AB,SEK,HOK ,SEK,H,2,5,1,2D,1440,1.054,1.336291601,1.227575277
P,SEK,SEK ,SEK,H,2,5,1,2E,1440,1.097,1.390808241,1.282091918
AB,SEK,SEK ,SEK,H,2,5,1,2F,1440,1.838,2.330269414,2.22155309
P,HOK,SEK ,SEK,A,2,5,1,2G,1440,0.621,0.7873217116,0.6786053883
AB,HOK,SEK ,SEK,A,2,5,1,2H,1440,1.023,1.296988906,1.188272583
P,HOK,HOK ,SEK,A,2,5,1,3A,1440,0.421,0.5337559429,0.4250396197
AB,HOK,HOK ,SEK,A,2,5,1,3B,1440,1.075,1.362916006,1.254199683
P,SEK,HOK ,SEK,H,2,5,1,3C,1440,0.386,0.4893819334,0.3806656101
AB,SEK,HOK ,SEK,H,2,5,1,3D,1440,0.424,0.5375594295,0.4288431062
P,SEK,SEK ,SEK,H,2,5,1,3E,1440,0.677,0.8583201268,0.7496038035
AB,SEK,SEK ,SEK,H,2,5,1,3F,1440,0.803,1.018066561,0.9093502377
P,HOK,SEK ,SEK,A,2,5,1,3G,1440,1.217,1.542947702,1.434231379
AB,HOK,SEK ,SEK,A,2,5,1,3H,1440,0.409,0.5185419968,0.4098256735
P,HOK,HOK ,SEK,A,2,4,1,4A,1440,1.339,1.697622821,1.588906498
AB,HOK,HOK ,SEK,A,2,4,1,4B,1440,0.439,0.5565768621,0.4478605388
P,SEK,HOK ,SEK,H,2,4,1,4C,1440,1.34,1.69889065,1.590174326
AB,SEK,HOK ,SEK,H,2,4,1,4D,1440,1.946,2.467194929,2.358478605
P,SEK,SEK ,SEK,H,2,4,1,4E,1440,0.467,0.5920760697,0.4833597464
AB,SEK,SEK ,SEK,H,2,4,1,4F,1440,0.531,0.6732171157,0.5645007924
P,HOK,SEK ,SEK,A,2,4,1,4G,1440,0.471,0.5971473851,0.4884310618
AB,HOK,SEK ,SEK,A,2,4,1,4H,1440,1.575,1.996830428,1.888114105
P,HOK,HOK ,SEK,A,2,4,1,5A,1440,1.018,1.290649762,1.181933439
AB,HOK,HOK ,SEK,A,2,4,1,5B,1440,1.737,2.2022187,2.093502377
P,SEK,HOK ,SEK,H,2,4,1,5C,1440,1.342,1.701426307,1.592709984
AB,SEK,HOK ,SEK,H,2,4,1,5D,1440,0.932,1.181616482,1.072900158
P,SEK,SEK ,SEK,H,2,4,1,5E,1440,0.951,1.20570523,1.096988906
AB,SEK,SEK ,SEK,H,2,4,1,5F,1440,1.174,1.488431062,1.379714739
P,HOK,SEK ,SEK,A,2,4,1,5G,1440,1.34,1.69889065,1.590174326
AB,HOK,SEK ,SEK,A,2,4,1,5H,1440,1.116,1.414896989,1.306180666
P,HOK,HOK ,HOK,H,2,4,1,6A,1440,1.193,1.51251981,1.403803487
AB,HOK,HOK ,HOK,H,2,4,1,6B,1440,0.529,0.670681458,0.5619651347
P,SEK,HOK ,HOK,A,2,4,1,6C,1440,1.608,2.03866878,1.929952456
AB,SEK,HOK ,HOK,A,2,4,1,6D,1440,0.704,0.8925515055,0.7838351823
P,SEK,SEK ,HOK,A,2,4,1,6E,1440,1.189,1.507448494,1.398732171
AB,SEK,SEK ,HOK,A,2,4,1,6F,1440,1.544,1.957527734,1.84881141
P,HOK,SEK ,HOK,H,2,4,1,6G,1440,1.615,2.047543582,1.938827258
AB,HOK,SEK ,HOK,H,2,4,1,6H,1440,0.618,0.783518225,0.6748019017
P,HOK,HOK ,HOK,H,2,3,1,7A,1440,0.323,0.4095087163,0.300792393
AB,HOK,HOK ,HOK,H,2,3,1,7B,1440,0.852,1.080190174,0.971473851
P,SEK,HOK ,HOK,A,2,3,1,7C,1440,0.295,0.3740095087,0.2652931854
AB,SEK,HOK ,HOK,A,2,3,1,7D,1440,0.346,0.4386687797,0.3299524564
P,SEK,SEK ,HOK,A,2,3,1,7E,1440,0.369,0.4678288431,0.3591125198
AB,SEK,SEK ,HOK,A,2,3,1,7F,1440,0.421,0.5337559429,0.4250396197
P,HOK,SEK ,HOK,H,2,3,1,7G,1440,1.17,1.483359746,1.374643423
AB,HOK,SEK ,HOK,H,2,3,1,7H,1440,0.408,0.517274168,0.4085578447
P,HOK,HOK ,HOK,H,2,3,1,8A,1440,0.523,0.6630744849,0.5543581616
AB,HOK,HOK ,HOK,H,2,3,1,8B,1440,1.113,1.411093502,1.302377179
P,SEK,HOK ,HOK,A,2,3,1,8C,1440,0.823,1.043423138,0.9347068146
AB,SEK,HOK ,HOK,A,2,3,1,8D,1440,0.589,0.7467511886,0.6380348653
P,SEK,SEK ,HOK,A,2,3,1,8E,1440,0.95,1.204437401,1.095721078
AB,SEK,SEK ,HOK,A,2,3,1,8F,1440,0.593,0.751822504,0.6431061807
P,HOK,SEK ,HOK,H,2,3,1,8G,1440,0.541,0.6858954041,0.5771790808
AB,HOK,SEK ,HOK,H,2,3,1,8H,1440,1.26,1.597464342,1.488748019
P,HOK,HOK ,HOK,H,2,3,1,9A,1440,1.803,2.285895404,2.177179081
AB,HOK,HOK ,HOK,H,2,3,1,9B,1440,1.643,2.083042789,1.974326466
P,SEK,HOK ,HOK,A,2,3,1,9C,1440,1.288,1.63296355,1.524247227
AB,SEK,HOK ,HOK,A,2,3,1,9D,1440,0.792,1.004120444,0.8954041204
P,SEK,SEK ,HOK,A,2,3,1,9E,1440,1.56,1.977812995,1.869096672
AB,SEK,SEK ,HOK,A,2,3,1,9F,1440,0.741,0.9394611727,0.8307448494
P,HOK,SEK ,HOK,H,2,3,1,9G,1440,0.879,1.114421553,1.00570523
AB,HOK,SEK ,HOK,H,2,3,1,9H,1440,1.106,1.4022187,1.293502377
P,HOK,HOK ,HOK,H,2,2,1,10A,1440,0.649,0.8228209192,0.7141045959
AB,HOK,HOK ,HOK,H,2,2,1,10B,1440,0.51,0.64659271,0.5378763867
P,SEK,HOK ,HOK,A,2,2,1,10C,1440,0.993,1.258954041,1.150237718
AB,SEK,HOK ,HOK,A,2,2,1,10D,1440,1.437,1.821870048,1.713153724
P,SEK,SEK ,HOK,A,2,2,1,10E,1440,0.685,0.8684627575,0.7597464342
AB,SEK,SEK ,HOK,A,2,2,1,10F,1440,0.82,1.039619651,0.9309033281
P,HOK,SEK ,HOK,H,2,2,1,10G,1440,1.227,1.55562599,1.446909667
AB,HOK,SEK ,HOK,H,2,2,1,10H,1440,1.238,1.569572108,1.460855784
P,HOK,HOK ,SEK,A,1,5,1,1A,1440,0.481,1.291275168,0.944966443
AB,HOK,HOK ,SEK,A,1,5,1,1B,1440,0.345,0.9261744966,0.5798657718
P,SEK,HOK ,SEK,H,1,5,1,1C,1440,0.509,1.366442953,1.020134228
AB,SEK,HOK ,SEK,H,1,5,1,1D,1440,0.408,1.095302013,0.7489932886
P,SEK,SEK ,SEK,H,1,5,1,1E,1440,0.348,0.9342281879,0.5879194631
AB,SEK,SEK ,SEK,H,1,5,1,1F,1440,1.182,3.173154362,2.826845638
P,HOK,SEK ,SEK,A,1,5,1,1G,1440,0.495,1.32885906,0.9825503356
AB,HOK,SEK ,SEK,A,1,5,1,1H,1440,0.593,1.591946309,1.245637584
P,HOK,HOK ,SEK,A,1,5,1,2A,1440,1.041,2.794630872,2.448322148
AB,HOK,HOK ,SEK,A,1,1,1,2B,1440,1.173,3.148993289,2.802684564
P,SEK,HOK ,SEK,H,1,1,1,2C,1440,1.56,4.187919463,3.841610738
AB,SEK,HOK ,SEK,H,1,1,1,2D,1440,0.893,2.397315436,2.051006711
P,SEK,SEK ,SEK,H,1,1,1,2E,1440,0.654,1.755704698,1.409395973
AB,SEK,SEK ,SEK,H,1,1,1,2F,1440,1.585,4.255033557,3.908724832
P,HOK,SEK ,SEK,A,1,1,1,2G,1440,0.793,2.12885906,1.782550336
AB,HOK,SEK ,SEK,A,1,1,1,2H,1440,1.413,3.793288591,3.446979866
P,HOK,HOK ,SEK,A,1,1,1,3A,1440,0.389,1.044295302,0.6979865772
AB,HOK,HOK ,SEK,A,1,1,1,3B,1440,1.241,3.331543624,2.985234899
P,SEK,HOK ,SEK,H,1,1,1,3C,1440,0.99,2.657718121,2.311409396
AB,SEK,HOK ,SEK,H,1,1,1,3D,1440,0.896,2.405369128,2.059060403
P,SEK,SEK ,SEK,H,1,1,1,3E,1440,1.444,3.876510067,3.530201342
AB,SEK,SEK ,SEK,H,1,1,1,3F,1440,0.312,0.8375838926,0.4912751678
P,HOK,SEK ,SEK,A,1,1,1,3G,1440,0.802,2.153020134,1.806711409
AB,HOK,SEK ,SEK,A,1,1,1,3H,1440,0.592,1.589261745,1.24295302
P,HOK,HOK ,SEK,A,1,1,1,4A,1440,0.513,1.377181208,1.030872483
AB,HOK,HOK ,SEK,A,1,1,1,4B,1440,1.646,4.418791946,4.072483221
P,SEK,HOK ,SEK,H,1,1,1,4C,1440,0.616,1.653691275,1.30738255
AB,SEK,HOK ,SEK,H,1,1,1,4D,1440,0.955,2.563758389,2.217449664
P,SEK,SEK ,SEK,H,1,1,1,4E,1440,1.415,3.798657718,3.452348993
AB,SEK,SEK ,SEK,H,1,1,1,4F,1440,1.673,4.491275168,4.144966443
P,HOK,SEK ,SEK,A,1,1,1,4G,1440,2.136,5.734228188,5.387919463
AB,HOK,SEK ,SEK,A,1,1,1,4H,1440,1.522,4.08590604,3.739597315
P,HOK,HOK ,SEK,A,1,1,1,5A,1440,0.654,1.755704698,1.409395973
AB,HOK,HOK ,SEK,A,1,1,1,5B,1440,1.43,3.838926174,3.49261745
P,SEK,HOK ,SEK,H,1,1,1,5C,1440,1.45,3.89261745,3.546308725
AB,SEK,HOK ,SEK,H,1,1,1,5D,1440,1.133,3.041610738,2.695302013
P,SEK,SEK ,SEK,H,1,1,1,5E,1440,0.75,2.013422819,1.667114094
AB,SEK,SEK ,SEK,H,1,1,1,5F,1440,1.889,5.07114094,4.724832215
P,HOK,SEK ,SEK,A,1,1,1,5G,1440,1.249,3.353020134,3.006711409
AB,HOK,SEK ,SEK,A,1,1,1,5H,1440,1.488,3.994630872,3.648322148
P,HOK,HOK ,HOK,H,1,5,1,6A,1440,0.576,1.546308725,1.2
AB,HOK,HOK ,HOK,H,1,5,1,6B,1440,1.666,4.472483221,4.126174497
P,SEK,HOK ,HOK,A,1,5,1,6C,1440,0.756,2.029530201,1.683221477
AB,SEK,HOK ,HOK,A,1,5,1,6D,1440,0.776,2.083221477,1.736912752
P,SEK,SEK ,HOK,A,1,5,1,6E,1440,0.577,1.548993289,1.202684564
AB,SEK,SEK ,HOK,A,1,5,1,6F,1440,0.878,2.35704698,2.010738255
P,HOK,SEK ,HOK,H,1,5,1,6G,1440,0.561,1.506040268,1.159731544
AB,HOK,SEK ,HOK,H,1,5,1,6H,1440,0.843,2.263087248,1.916778523
P,HOK,HOK ,HOK,H,1,5,1,7A,1440,0.683,1.833557047,1.487248322
AB,HOK,HOK ,HOK,H,1,5,1,7B,1440,1.09,2.926174497,2.579865772
P,SEK,HOK ,HOK,A,1,5,1,7C,1440,0.561,1.506040268,1.159731544
AB,SEK,HOK ,HOK,A,1,5,1,7D,1440,2.383,6.397315436,6.051006711
P,SEK,SEK ,HOK,A,1,5,1,7E,1440,0.671,1.801342282,1.455033557
