treatment,tree_id,deploy,metabolite,hfa,site_num,tree_num,decomp_day,well_id,time,od_raw,od_corrected_b,od_corrected_b_n
P,SEK,HOK ,HOK,A,1,4,3,9C,120,1.558,2.525121556,2.330226904
AB,SEK,HOK ,HOK,A,1,4,3,9D,120,1.7,2.755267423,2.560372771
P,SEK,SEK ,HOK,A,1,4,3,9E,120,0.457,0.7406807131,0.5457860616
AB,SEK,SEK ,HOK,A,1,4,3,9FR,120,1.668,2.703403566,2.508508914
P,HOK,SEK ,HOK,H,1,4,3,9G,120,1.057,1.713128039,1.518233387
AB,HOK,SEK ,HOK,H,1,4,3,9H,120,0.633,1.025931929,0.8310372771
P,HOK,HOK ,HOK,H,1,4,3,10A,120,0.585,0.9481361426,0.7532414911
AB,HOK,HOK ,HOK,H,1,4,3,10B,120,0.795,1.288492707,1.093598055
P,SEK,HOK ,HOK,A,1,4,3,10C,120,0.568,0.9205834684,0.7256888169
AB,SEK,HOK ,HOK,A,1,4,3,10D,120,1.574,2.551053485,2.356158833
P,SEK,SEK ,HOK,A,1,4,3,10E,120,0.822,1.332252836,1.137358185
AB,SEK,SEK ,HOK,A,1,4,3,10F,120,1.394,2.259319287,2.064424635
P,HOK,SEK ,HOK,H,1,4,3,10G,120,1.822,2.952998379,2.758103728
AB,HOK,SEK ,HOK,H,1,4,3,10H,120,1.267,2.053484603,1.858589951
P,HOK,HOK ,SEK,A,2,5,3,1A,960,0.892,2.093896714,1.849178404
AB,HOK,HOK ,SEK,A,2,5,3,1B,960,0.45,1.056338028,0.8116197183
P,SEK,HOK ,SEK,H,2,5,3,1C,960,0.993,2.330985915,2.086267606
AB,SEK,HOK ,SEK,H,2,5,3,1D,960,0.433,1.016431925,0.771713615
P,SEK,SEK ,SEK,H,2,5,3,1E,960,1.035,2.429577465,2.184859155
AB,SEK,SEK ,SEK,H,2,5,3,1F,960,1.262,2.962441315,2.717723005
P,HOK,SEK ,SEK,A,2,5,3,1G,960,0.743,1.744131455,1.499413146
AB,HOK,SEK ,SEK,A,2,5,3,1H,960,0.392,0.9201877934,0.6754694836
P,HOK,HOK ,SEK,A,2,5,3,2A,960,0.552,1.295774648,1.051056338
AB,HOK,HOK ,SEK,A,2,5,3,2B,960,0.593,1.392018779,1.147300469
P,SEK,HOK ,SEK,H,2,5,3,2C,960,0.393,0.9225352113,0.6778169014
AB,SEK,HOK ,SEK,H,2,5,3,2D,960,1.658,3.892018779,3.647300469
P,SEK,SEK ,SEK,H,2,5,3,2E,960,0.344,0.8075117371,0.5627934272
AB,SEK,SEK ,SEK,H,2,5,3,2F,960,0.7,1.643192488,1.398474178
P,HOK,SEK ,SEK,A,2,5,3,2G,960,0.804,1.887323944,1.642605634
AB,HOK,SEK ,SEK,A,2,5,3,2H,960,1.767,4.147887324,3.903169014
P,HOK,HOK ,SEK,A,2,5,3,3A,960,0.298,0.6995305164,0.4548122066
AB,HOK,HOK ,SEK,A,2,5,3,3B,960,0.507,1.190140845,0.9454225352
P,SEK,HOK ,SEK,H,2,5,3,3C,960,0.476,1.117370892,0.8726525822
AB,SEK,HOK ,SEK,H,2,5,3,3D,960,0.656,1.539906103,1.295187793
P,SEK,SEK ,SEK,H,2,5,3,3E,960,0.536,1.258215962,1.013497653
AB,SEK,SEK ,SEK,H,2,5,3,3F,960,1.352,3.17370892,2.92899061
P,HOK,SEK ,SEK,A,2,5,3,3G,960,1.959,4.598591549,4.353873239
AB,HOK,SEK ,SEK,A,2,5,3,3H,960,0.492,1.154929577,0.9102112676
P,HOK,HOK ,SEK,A,2,4,3,4A,960,0.427,1.002347418,0.757629108
AB,HOK,HOK ,SEK,A,2,4,3,4B,960,0.471,1.105633803,0.860915493
P,SEK,HOK ,SEK,H,2,4,3,4C,960,0.508,1.192488263,0.9477699531
AB,SEK,HOK ,SEK,H,2,4,3,4D,960,1.115,2.617370892,2.372652582
P,SEK,SEK ,SEK,H,2,4,3,4E,960,1.684,3.953051643,3.708333333
AB,SEK,SEK ,SEK,H,2,4,3,4F,960,0.501,1.176056338,0.9313380282
P,HOK,SEK ,SEK,A,2,4,3,4G,960,0.941,2.208920188,1.964201878
AB,HOK,SEK ,SEK,A,2,4,3,4H,960,0.462,1.084507042,0.8397887324
P,HOK,HOK ,SEK,A,2,4,3,5A,960,0.757,1.776995305,1.532276995
AB,HOK,HOK ,SEK,A,2,4,3,5B,960,1.632,3.830985915,3.586267606
P,SEK,HOK ,SEK,H,2,4,3,5C,960,1.089,2.556338028,2.311619718
AB,SEK,HOK ,SEK,H,2,4,3,5D,960,0.866,2.03286385,1.78814554
P,SEK,SEK ,SEK,H,2,4,3,5E,960,1.936,4.544600939,4.299882629
AB,SEK,SEK ,SEK,H,2,4,3,5F,960,1.383,3.246478873,3.001760563
P,HOK,SEK ,SEK,A,2,4,3,5G,960,1.146,2.690140845,2.445422535
AB,HOK,SEK ,SEK,A,2,4,3,5H,960,1.529,3.589201878,3.344483568
P,HOK,HOK ,HOK,H,2,4,3,6A,960,1.286,3.018779343,2.774061033
AB,HOK,HOK ,HOK,H,2,4,3,6B,960,0.506,1.187793427,0.9430751174
P,SEK,HOK ,HOK,A,2,4,3,6C,960,0.595,1.396713615,1.151995305
AB,SEK,HOK ,HOK,A,2,4,3,6D,960,1.866,4.38028169,4.13556338
P,SEK,SEK ,HOK,A,2,4,3,6E,960,0.844,1.981220657,1.736502347
AB,SEK,SEK ,HOK,A,2,4,3,6F,960,1.573,3.692488263,3.447769953
P,HOK,SEK ,HOK,H,2,4,3,6G,960,1.469,3.448356808,3.203638498
AB,HOK,SEK ,HOK,H,2,4,3,6H,960,0.795,1.866197183,1.621478873
P,HOK,HOK ,HOK,H,2,3,3,7A,960,0.496,1.164319249,0.919600939
AB,HOK,HOK ,HOK,H,2,3,3,7B,960,0.693,1.626760563,1.382042254
P,SEK,HOK ,HOK,A,2,3,3,7C,960,0.365,0.8568075117,0.6120892019
AB,SEK,HOK ,HOK,A,2,3,3,7D,960,1.124,2.638497653,2.393779343
P,SEK,SEK ,HOK,A,2,3,3,7E,960,0.357,0.838028169,0.5933098592
AB,SEK,SEK ,HOK,A,2,3,3,7F,960,0.863,2.025821596,1.781103286
P,HOK,SEK ,HOK,H,2,3,3,7G,960,0.726,1.704225352,1.459507042
AB,HOK,SEK ,HOK,H,2,3,3,7H,960,0.392,0.9201877934,0.6754694836
P,HOK,HOK ,HOK,H,2,3,3,8A,960,0.8,1.877934272,1.633215962
AB,HOK,HOK ,HOK,H,2,3,3,8B,960,0.275,0.6455399061,0.4008215962
P,SEK,HOK ,HOK,A,2,3,3,8C,960,1.493,3.504694836,3.259976526
AB,SEK,HOK ,HOK,A,2,3,3,8D,960,0.98,2.300469484,2.055751174
P,SEK,SEK ,HOK,A,2,3,3,8E,960,0.503,1.180751174,0.9360328638
AB,SEK,SEK ,HOK,A,2,3,3,8F,960,0.37,0.8685446009,0.6238262911
P,HOK,SEK ,HOK,H,2,3,3,8G,960,1.543,3.622065728,3.377347418
AB,HOK,SEK ,HOK,H,2,3,3,8H,960,0.683,1.603286385,1.358568075
P,HOK,HOK ,HOK,H,2,3,3,9A,960,0.483,1.133802817,0.889084507
AB,HOK,HOK ,HOK,H,2,3,3,9B,960,0.479,1.124413146,0.8796948357
P,SEK,HOK ,HOK,A,2,3,3,9C,960,0.858,2.014084507,1.769366197
AB,SEK,HOK ,HOK,A,2,3,3,9D,960,0.671,1.575117371,1.330399061
P,SEK,SEK ,HOK,A,2,3,3,9E,960,1.504,3.530516432,3.285798122
AB,SEK,SEK ,HOK,A,2,3,3,9F,960,0.726,1.704225352,1.459507042
P,HOK,SEK ,HOK,H,2,3,3,9G,960,0.855,2.007042254,1.762323944
AB,HOK,SEK ,HOK,H,2,3,3,9H,960,0.687,1.612676056,1.367957746
P,HOK,HOK ,HOK,H,2,2,3,10A,960,1.071,2.514084507,2.269366197
AB,HOK,HOK ,HOK,H,2,2,3,10B,960,0.83,1.948356808,1.703638498
P,SEK,HOK ,HOK,A,2,2,3,10C,960,1.533,3.598591549,3.353873239
AB,SEK,HOK ,HOK,A,2,2,3,10D,960,0.603,1.415492958,1.170774648
P,SEK,SEK ,HOK,A,2,2,3,10E,960,0.653,1.53286385,1.28814554
AB,SEK,SEK ,HOK,A,2,2,3,10F,960,1.796,4.215962441,3.971244131
P,HOK,SEK ,HOK,H,2,2,3,10G,960,1.382,3.244131455,2.999413146
AB,HOK,SEK ,HOK,H,2,2,3,10H,960,1.108,2.600938967,2.356220657
P,HOK,HOK ,SEK,A,1,5,3,1A,960,0.453,0.6300417246,0.4617524339
AB,HOK,HOK ,SEK,A,1,5,3,1B,960,0.51,0.7093184979,0.5410292072
P,SEK,HOK ,SEK,H,1,5,3,1C,960,0.429,0.5966620306,0.4283727399
AB,SEK,HOK ,SEK,H,1,5,3,1D,960,0.519,0.7218358832,0.5535465925
P,SEK,SEK ,SEK,H,1,5,3,1E,960,1.463,2.034770515,1.866481224
AB,SEK,SEK ,SEK,H,1,5,3,1F,960,0.354,0.4923504868,0.3240611961
P,HOK,SEK ,SEK,A,1,5,3,1G,960,1.516,2.108484006,1.940194715
AB,HOK,SEK ,SEK,A,1,5,3,1H,960,0.745,1.036161335,0.8678720445
P,HOK,HOK ,SEK,A,1,5,3,2A,960,1.504,2.091794159,1.923504868
AB,HOK,HOK ,SEK,A,1,1,3,2B,960,0.874,1.215577191,1.0472879
P,SEK,HOK ,SEK,H,1,1,3,2C,960,1.659,2.307371349,2.139082058
AB,SEK,HOK ,SEK,H,1,1,3,2D,960,0.464,0.645340751,0.4770514604
P,SEK,SEK ,SEK,H,1,1,3,2E,960,0.612,0.8511821975,0.6828929068
AB,SEK,SEK ,SEK,H,1,1,3,2F,960,1.106,1.538247566,1.369958275
P,HOK,SEK ,SEK,A,1,1,3,2G,960,1.411,1.962447844,1.794158554
AB,HOK,SEK ,SEK,A,1,1,3,2H,960,1.115,1.550764951,1.382475661
P,HOK,HOK ,SEK,A,1,1,3,3A,960,0.802,1.115438108,0.9471488178
AB,HOK,HOK ,SEK,A,1,1,3,3B,960,0.561,0.7802503477,0.611961057
P,SEK,HOK ,SEK,H,1,1,3,3C,960,1.653,2.299026426,2.130737135
AB,SEK,HOK ,SEK,H,1,1,3,3D,960,0.289,0.4019471488,0.2336578581
P,SEK,SEK ,SEK,H,1,1,3,3E,960,0.908,1.26286509,1.0945758
AB,SEK,SEK ,SEK,H,1,1,3,3F,960,0.457,0.635605007,0.4673157163
P,HOK,SEK ,SEK,A,1,1,3,3G,960,0.893,1.242002782,1.073713491
AB,HOK,SEK ,SEK,A,1,1,3,3H,960,0.59,0.8205841446,0.652294854
P,HOK,HOK ,SEK,A,1,1,3,4A,960,0.806,1.121001391,0.9527121001
AB,HOK,HOK ,SEK,A,1,1,3,4B,960,0.851,1.183588317,1.015299026
P,SEK,HOK ,SEK,H,1,1,3,4C,960,0.631,0.8776077886,0.7093184979
AB,SEK,HOK ,SEK,H,1,1,3,4D,960,0.48,0.6675938804,0.4993045897
P,SEK,SEK ,SEK,H,1,1,3,4E,960,0.883,1.228094576,1.059805285
AB,SEK,SEK ,SEK,H,1,1,3,4F,960,0.93,1.293463143,1.125173853
P,HOK,SEK ,SEK,A,1,1,3,4G,960,1.957,2.721835883,2.553546592
AB,HOK,SEK ,SEK,A,1,1,3,4H,960,1.239,1.723226704,1.554937413
P,HOK,HOK ,SEK,A,1,1,3,5A,960,0.699,0.9721835883,0.8038942976
AB,HOK,HOK ,SEK,A,1,1,3,5B,960,0.726,1.009735744,0.8414464534
P,SEK,HOK ,SEK,H,1,1,3,5C,960,0.615,0.8553546592,0.6870653686
AB,SEK,HOK ,SEK,H,1,1,3,5D,960,0.587,0.8164116829,0.6481223922
P,SEK,SEK ,SEK,H,1,1,3,5E,960,1.674,2.328233658,2.159944367
AB,SEK,SEK ,SEK,H,1,1,3,5F,960,0.439,0.6105702364,0.4422809458
P,HOK,SEK ,SEK,A,1,1,3,5G,960,0.706,0.9819193324,0.8136300417
AB,HOK,SEK ,SEK,A,1,1,3,5H,960,0.534,0.7426981919,0.5744089013
P,HOK,HOK ,HOK,H,1,5,3,6A,960,0.672,0.9346314325,0.7663421419
AB,HOK,HOK ,HOK,H,1,5,3,6B,960,1.258,1.749652295,1.581363004
P,SEK,HOK ,HOK,A,1,5,3,6C,960,0.492,0.6842837274,0.5159944367
AB,SEK,HOK ,HOK,A,1,5,3,6D,960,0.378,0.5257301808,0.3574408901
P,SEK,SEK ,HOK,A,1,5,3,6E,960,0.536,0.7454798331,0.5771905424
AB,SEK,SEK ,HOK,A,1,5,3,6F,960,0.48,0.6675938804,0.4993045897
P,HOK,SEK ,HOK,H,1,5,3,6G,960,0.973,1.353268428,1.184979138
AB,HOK,SEK ,HOK,H,1,5,3,6H,960,0.47,0.6536856745,0.4853963839
P,HOK,HOK ,HOK,H,1,5,3,7A,960,0.581,0.8080667594,0.6397774687
AB,HOK,HOK ,HOK,H,1,5,3,7B,960,0.536,0.7454798331,0.5771905424
P,SEK,HOK ,HOK,A,1,5,3,7C,960,0.235,0.3268428373,0.1585535466
AB,SEK,HOK ,HOK,A,1,5,3,7D,960,0.426,0.5924895688,0.4242002782
P,SEK,SEK ,HOK,A,1,5,3,7E,960,0.438,0.6091794159,0.4408901252
AB,SEK,SEK ,HOK,A,1,5,3,7F,960,1.161,1.614742698,1.446453408
P,HOK,SEK ,HOK,H,1,5,3,7G,960,0.449,0.6244784423,0.4561891516
AB,HOK,SEK ,HOK,H,1,5,3,7H,960,0.618,0.859527121,0.6912378303
P,HOK,HOK ,HOK,H,1,5,3,8A,960,0.9,1.251738526,1.083449235
AB,HOK,HOK ,HOK,H,1,5,3,8B,960,0.499,0.6940194715,0.5257301808
P,SEK,HOK ,HOK,A,1,5,3,8C,960,0.974,1.354659249,1.186369958
AB,SEK,HOK ,HOK,A,1,5,3,8D,960,0.513,0.7134909597,0.545201669
P,SEK,SEK ,HOK,A,1,5,3,8E,960,1.113,1.54798331,1.379694019
AB,SEK,SEK ,HOK,A,1,5,3,8F,960,1.592,2.21418637,2.045897079
P,HOK,SEK ,HOK,H,1,5,3,8G,960,0.997,1.386648122,1.218358832
AB,HOK,SEK ,HOK,H,1,5,3,8H,960,0.575,0.7997218359,0.6314325452
P,HOK,HOK ,HOK,H,1,4,3,9A,960,1.304,1.813630042,1.645340751
AB,HOK,HOK ,HOK,H,1,4,3,9B,960,0.516,0.7176634214,0.5493741307
P,SEK,HOK ,HOK,A,1,4,3,9C,960,1.639,2.279554937,2.111265647
AB,SEK,HOK ,HOK,A,1,4,3,9D,960,1.533,2.132127955,1.963838665
P,SEK,SEK ,HOK,A,1,4,3,9E,960,0.498,0.6926286509,0.5243393602
AB,SEK,SEK ,HOK,A,1,4,3,9FR,960,1.067,1.484005563,1.315716273
P,HOK,SEK ,HOK,H,1,4,3,9G,960,1.464,2.036161335,1.867872045
AB,HOK,SEK ,HOK,H,1,4,3,9H,960,0.422,0.5869262865,0.4186369958
P,HOK,HOK ,HOK,H,1,4,3,10A,960,0.939,1.305980529,1.137691238
AB,HOK,HOK ,HOK,H,1,4,3,10B,960,0.835,1.161335188,0.9930458971
P,SEK,HOK ,HOK,A,1,4,3,10C,960,0.806,1.121001391,0.9527121001
AB,SEK,HOK ,HOK,A,1,4,3,10D,960,1.571,2.184979138,2.016689847
P,SEK,SEK ,HOK,A,1,4,3,10E,960,0.929,1.292072323,1.123783032
AB,SEK,SEK ,HOK,A,1,4,3,10F,960,1.619,2.251738526,2.083449235
P,HOK,SEK ,HOK,H,1,4,3,10G,960,1.164,1.61891516,1.450625869
AB,HOK,SEK ,HOK,H,1,4,3,10H,960,1.276,1.774687065,1.606397775
P,HOK,HOK ,SEK,A,2,5,3,1A,1440,0.886,1.938730853,1.700765864
AB,HOK,HOK ,SEK,A,2,5,3,1B,1440,0.447,0.9781181619,0.7401531729
P,SEK,HOK ,SEK,H,2,5,3,1C,1440,1.464,3.203501094,2.965536105
AB,SEK,HOK ,SEK,H,2,5,3,1D,1440,0.434,0.9496717724,0.7117067834
P,SEK,SEK ,SEK,H,2,5,3,1E,1440,0.853,1.866520788,1.628555799
AB,SEK,SEK ,SEK,H,2,5,3,1F,1440,1.019,2.2297593,1.991794311
P,HOK,SEK ,SEK,A,2,5,3,1G,1440,0.672,1.470459519,1.23249453
AB,HOK,SEK ,SEK,A,2,5,3,1H,1440,0.47,1.028446389,0.7904814004
P,HOK,HOK ,SEK,A,2,5,3,2A,1440,0.571,1.249452954,1.011487965
AB,HOK,HOK ,SEK,A,2,5,3,2B,1440,0.633,1.38512035,1.147155361
P,SEK,HOK ,SEK,H,2,5,3,2C,1440,0.401,0.8774617068,0.6394967177
AB,SEK,HOK ,SEK,H,2,5,3,2D,1440,1.629,3.564551422,3.326586433
P,SEK,SEK ,SEK,H,2,5,3,2E,1440,0.346,0.7571115974,0.5191466083
AB,SEK,SEK ,SEK,H,2,5,3,2F,1440,0.775,1.695842451,1.457877462
P,HOK,SEK ,SEK,A,2,5,3,2G,1440,1.353,2.960612691,2.722647702
AB,HOK,SEK ,SEK,A,2,5,3,2H,1440,1.843,4.032822757,3.794857768
P,HOK,HOK ,SEK,A,2,5,3,3A,1440,0.32,0.7002188184,0.4622538293
AB,HOK,HOK ,SEK,A,2,5,3,3B,1440,0.49,1.072210066,0.8342450766
P,SEK,HOK ,SEK,H,2,5,3,3C,1440,0.503,1.100656455,0.8626914661
AB,SEK,HOK ,SEK,H,2,5,3,3D,1440,0.711,1.555798687,1.317833698
P,SEK,SEK ,SEK,H,2,5,3,3E,1440,1.479,3.236323851,2.998358862
AB,SEK,SEK ,SEK,H,2,5,3,3F,1440,1.348,2.949671772,2.711706783
P,HOK,SEK ,SEK,A,2,5,3,3G,1440,2.041,4.466083151,4.228118162
AB,HOK,SEK ,SEK,A,2,5,3,3H,1440,0.646,1.41356674,1.175601751
P,HOK,HOK ,SEK,A,2,4,3,4A,1440,0.443,0.9693654267,0.7314004376
AB,HOK,HOK ,SEK,A,2,4,3,4B,1440,0.447,0.9781181619,0.7401531729
P,SEK,HOK ,SEK,H,2,4,3,4C,1440,0.518,1.133479212,0.8955142232
AB,SEK,HOK ,SEK,H,2,4,3,4D,1440,1.449,3.170678337,2.932713348
P,SEK,SEK ,SEK,H,2,4,3,4E,1440,1.879,4.111597374,3.873632385
AB,SEK,SEK ,SEK,H,2,4,3,4F,1440,0.538,1.177242888,0.9392778993
P,HOK,SEK ,SEK,A,2,4,3,4G,1440,1.124,2.4595186,2.221553611
AB,HOK,SEK ,SEK,A,2,4,3,4H,1440,0.521,1.140043764,0.9020787746
P,HOK,HOK ,SEK,A,2,4,3,5A,1440,0.773,1.691466083,1.453501094
AB,HOK,HOK ,SEK,A,2,4,3,5B,1440,1.69,3.698030635,3.460065646
P,SEK,HOK ,SEK,H,2,4,3,5C,1440,1.086,2.376367615,2.138402626
AB,SEK,HOK ,SEK,H,2,4,3,5D,1440,1.169,2.557986871,2.320021882
P,SEK,SEK ,SEK,H,2,4,3,5E,1440,2.139,4.680525164,4.442560175
AB,SEK,SEK ,SEK,H,2,4,3,5F,1440,1.366,2.989059081,2.751094092
P,HOK,SEK ,SEK,A,2,4,3,5G,1440,1.331,2.912472648,2.674507659
AB,HOK,SEK ,SEK,A,2,4,3,5H,1440,1.786,3.90809628,3.670131291
P,HOK,HOK ,HOK,H,2,4,3,6A,1440,1.279,2.79868709,2.560722101
AB,HOK,HOK ,HOK,H,2,4,3,6B,1440,0.564,1.234135667,0.9961706783
P,SEK,HOK ,HOK,A,2,4,3,6C,1440,0.694,1.518599562,1.280634573
AB,SEK,HOK ,HOK,A,2,4,3,6D,1440,1.975,4.32166302,4.083698031
P,SEK,SEK ,HOK,A,2,4,3,6E,1440,0.868,1.899343545,1.661378556
AB,SEK,SEK ,HOK,A,2,4,3,6F,1440,1.423,3.113785558,2.875820569
P,HOK,SEK ,HOK,H,2,4,3,6G,1440,1.463,3.20131291,2.963347921
AB,HOK,SEK ,HOK,H,2,4,3,6H,1440,1.568,3.43107221,3.193107221
P,HOK,HOK ,HOK,H,2,3,3,7A,1440,0.523,1.144420131,0.9064551422
AB,HOK,HOK ,HOK,H,2,3,3,7B,1440,0.918,2.008752735,1.770787746
P,SEK,HOK ,HOK,A,2,3,3,7C,1440,0.327,0.715536105,0.477571116
AB,SEK,HOK ,HOK,A,2,3,3,7D,1440,0.912,1.995623632,1.757658643
P,SEK,SEK ,HOK,A,2,3,3,7E,1440,0.398,0.8708971554,0.6329321663
AB,SEK,SEK ,HOK,A,2,3,3,7F,1440,0.976,2.135667396,1.897702407
P,HOK,SEK ,HOK,H,2,3,3,7G,1440,0.752,1.645514223,1.407549234
AB,HOK,SEK ,HOK,H,2,3,3,7H,1440,0.421,0.9212253829,0.6832603939
P,HOK,HOK ,HOK,H,2,3,3,8A,1440,0.775,1.695842451,1.457877462
AB,HOK,HOK ,HOK,H,2,3,3,8B,1440,0.302,0.6608315098,0.4228665208
P,SEK,HOK ,HOK,A,2,3,3,8C,1440,1.518,3.32166302,3.083698031
AB,SEK,HOK ,HOK,A,2,3,3,8D,1440,0.926,2.026258206,1.788293217
P,SEK,SEK ,HOK,A,2,3,3,8E,1440,0.536,1.172866521,0.9349015317
AB,SEK,SEK ,HOK,A,2,3,3,8F,1440,0.402,0.8796498906,0.6416849015
P,HOK,SEK ,HOK,H,2,3,3,8G,1440,1.221,2.671772429,2.43380744
AB,HOK,SEK ,HOK,H,2,3,3,8H,1440,0.717,1.56892779,1.330962801
P,HOK,HOK ,HOK,H,2,3,3,9A,1440,0.497,1.087527352,0.8495623632
AB,HOK,HOK ,HOK,H,2,3,3,9B,1440,0.498,1.089715536,0.851750547
P,SEK,HOK ,HOK,A,2,3,3,9C,1440,0.895,1.958424508,1.720459519
AB,SEK,HOK ,HOK,A,2,3,3,9D,1440,0.904,1.978118162,1.740153173
P,SEK,SEK ,HOK,A,2,3,3,9E,1440,1.511,3.306345733,3.068380744
AB,SEK,SEK ,HOK,A,2,3,3,9F,1440,1.014,2.218818381,1.980853392
P,HOK,SEK ,HOK,H,2,3,3,9G,1440,1.307,2.859956236,2.621991247
AB,HOK,SEK ,HOK,H,2,3,3,9H,1440,0.635,1.389496718,1.151531729
P,HOK,HOK ,HOK,H,2,2,3,10A,1440,1.497,3.27571116,3.037746171
AB,HOK,HOK ,HOK,H,2,2,3,10B,1440,0.872,1.90809628,1.670131291
P,SEK,HOK ,HOK,A,2,2,3,10C,1440,1.824,3.991247265,3.753282276
AB,SEK,HOK ,HOK,A,2,2,3,10D,1440,0.618,1.352297593,1.114332604
P,SEK,SEK ,HOK,A,2,2,3,10E,1440,0.69,1.509846827,1.271881838
AB,SEK,SEK ,HOK,A,2,2,3,10F,1440,1.635,3.577680525,3.339715536
P,HOK,SEK ,HOK,H,2,2,3,10G,1440,1.551,3.393873085,3.155908096
AB,HOK,SEK ,HOK,H,2,2,3,10H,1440,1.048,2.29321663,2.055251641
P,HOK,HOK ,SEK,A,1,5,3,1A,1440,0.514,0.7793783169,0.5773313116
AB,HOK,HOK ,SEK,A,1,5,3,1B,1440,0.572,0.8673237301,0.6652767248
P,SEK,HOK ,SEK,H,1,5,3,1C,1440,0.444,0.673237301,0.4711902957
AB,SEK,HOK ,SEK,H,1,5,3,1D,1440,0.6,0.9097801365,0.7077331312
P,SEK,SEK ,SEK,H,1,5,3,1E,1440,1.371,2.078847612,1.876800607
AB,SEK,SEK ,SEK,H,1,5,3,1F,1440,0.374,0.5670962851,0.3650492798
P,HOK,SEK ,SEK,A,1,5,3,1G,1440,1.089,1.651250948,1.449203942
AB,HOK,SEK ,SEK,A,1,5,3,1H,1440,0.587,0.8900682335,0.6880212282
P,HOK,HOK ,SEK,A,1,5,3,2A,1440,1.666,2.526156179,2.324109174
AB,HOK,HOK ,SEK,A,1,1,3,2B,1440,0.714,1.082638362,0.8805913571
P,SEK,HOK ,SEK,H,1,1,3,2C,1440,1.869,2.833965125,2.63191812
AB,SEK,HOK ,SEK,H,1,1,3,2D,1440,0.49,0.7429871114,0.5409401061
P,SEK,SEK ,SEK,H,1,1,3,2E,1440,0.629,0.9537528431,0.7517058378
AB,SEK,SEK ,SEK,H,1,1,3,2F,1440,1.287,1.951478393,1.749431387
P,HOK,SEK ,SEK,A,1,1,3,2G,1440,1.431,2.169825625,1.96777862
AB,HOK,SEK ,SEK,A,1,1,3,2H,1440,0.928,1.407126611,1.205079606
P,HOK,HOK ,SEK,A,1,1,3,3A,1440,0.727,1.102350265,0.90030326
AB,HOK,HOK ,SEK,A,1,1,3,3B,1440,0.578,0.8764215315,0.6743745262
P,SEK,HOK ,SEK,H,1,1,3,3C,1440,1.707,2.588324488,2.386277483
AB,SEK,HOK ,SEK,H,1,1,3,3D,1440,0.298,0.4518574678,0.2498104625
P,SEK,SEK ,SEK,H,1,1,3,3E,1440,0.836,1.26762699,1.065579985
AB,SEK,SEK ,SEK,H,1,1,3,3F,1440,0.522,0.7915087187,0.5894617134
P,HOK,SEK ,SEK,A,1,1,3,3G,1440,0.92,1.394996209,1.192949204
AB,HOK,SEK ,SEK,A,1,1,3,3H,1440,0.604,0.9158453374,0.7137983321
P,HOK,HOK ,SEK,A,1,1,3,4A,1440,0.841,1.275208491,1.073161486
AB,HOK,HOK ,SEK,A,1,1,3,4B,1440,0.707,1.072024261,0.8699772555
P,SEK,HOK ,SEK,H,1,1,3,4C,1440,0.665,1.008339651,0.8062926459
AB,SEK,HOK ,SEK,H,1,1,3,4D,1440,0.474,0.7187263078,0.5166793025
P,SEK,SEK ,SEK,H,1,1,3,4E,1440,0.996,1.510235027,1.308188021
AB,SEK,SEK ,SEK,H,1,1,3,4F,1440,1.008,1.528430629,1.326383624
P,HOK,SEK ,SEK,A,1,1,3,4G,1440,2.088,3.166034875,2.96398787
AB,HOK,SEK ,SEK,A,1,1,3,4H,1440,1.37,2.077331312,1.875284306
P,HOK,HOK ,SEK,A,1,1,3,5A,1440,0.649,0.9840788476,0.7820318423
AB,HOK,HOK ,SEK,A,1,1,3,5B,1440,0.721,1.093252464,0.8912054587
P,SEK,HOK ,SEK,H,1,1,3,5C,1440,0.75,1.137225171,0.9351781653
AB,SEK,HOK ,SEK,H,1,1,3,5D,1440,0.584,0.8855193328,0.6834723275
P,SEK,SEK ,SEK,H,1,1,3,5E,1440,1.663,2.521607278,2.319560273
AB,SEK,SEK ,SEK,H,1,1,3,5F,1440,0.393,0.5959059894,0.3938589841
P,HOK,SEK ,SEK,A,1,1,3,5G,1440,0.726,1.100833965,0.8987869598
AB,HOK,SEK ,SEK,A,1,1,3,5H,1440,0.551,0.8354814253,0.63343442
P,HOK,HOK ,HOK,H,1,5,3,6A,1440,0.861,1.305534496,1.103487491
AB,HOK,HOK ,HOK,H,1,5,3,6B,1440,1.103,1.672479151,1.470432146
P,SEK,HOK ,HOK,A,1,5,3,6C,1440,0.537,0.8142532221,0.6122062168
AB,SEK,HOK ,HOK,A,1,5,3,6D,1440,0.43,0.6520090978,0.4499620925
P,SEK,SEK ,HOK,A,1,5,3,6E,1440,0.531,0.8051554208,0.6031084155
AB,SEK,SEK ,HOK,A,1,5,3,6F,1440,0.454,0.6884003033,0.486353298
P,HOK,SEK ,HOK,H,1,5,3,6G,1440,0.971,1.472327521,1.270280516
AB,HOK,SEK ,HOK,H,1,5,3,6H,1440,0.437,0.6626231994,0.4605761941
P,HOK,HOK ,HOK,H,1,5,3,7A,1440,0.585,0.8870356331,0.6849886277
AB,HOK,HOK ,HOK,H,1,5,3,7B,1440,0.522,0.7915087187,0.5894617134
P,SEK,HOK ,HOK,A,1,5,3,7C,1440,0.22,0.33358605,0.1315390447
